trackid,name_track,artist_c,year,month,day,spotify_CHA,stream_int,data_lancamento,name_artist_,qtd_music_solo,quartile_stream,total_playlist,categoria,track_id,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
8803071,How Do I Say Goodbye,1,2022,8,5,15,284785823,05/08/2022,Dean Lewis,1,2,2293,baixo,8803071,72,97,58,0,154
6604479,Si Te La Encuentras Por Ah,1,2022,8,5,4,179061440,05/08/2022,Feid,8,2,1420,baixo,6604479,23,10,18,0,0
6485441,STAYING ALIVE feat Drake  Lil Baby,3,2022,8,5,0,170732845,05/08/2022,Drake DJ Khaled Lil Baby,1,2,2208,baixo,6485441,51,1,50,0,0
5405010,Miss You,2,2022,8,5,10,497225336,05/08/2022,Robin Schulz Oliver Tree,1,3,6035,baixo,5405010,108,16,197,3,165
6640464,Limbo,1,2022,8,11,0,199386237,11/08/2022,Freddie Dredd,1,2,719,baixo,6640464,14,1,17,0,2
6643902,Super Freaky Girl,1,2022,8,12,0,428685680,12/08/2022,Nicki Minaj,2,3,5007,baixo,6643902,104,17,76,9,2
7158907,Siempre Pendientes,2,2022,8,15,5,295152154,15/08/2022,Peso Pluma Luis R Conriquez,1,3,704,baixo,7158907,15,79,4,2,0
4389214,Komang,1,2022,8,16,4,137123880,16/08/2022,Raim Laode,1,1,164,baixo,4389214,5,6,1,1,18
6026926,BABY OTAKU,4,2022,8,18,0,159240673,18/08/2022,Fran C Polima WestCoast Nickoog Clk Pablito Pesadilla,1,2,863,baixo,6026926,14,1,13,0,0
2122853,Pink Venom,1,2022,8,19,16,551305895,19/08/2022,BLACKPINK,3,3,2097,baixo,2122853,57,119,77,1,13
7783887,Feliz Cumpleaos Fe,1,2022,8,19,38,601863821,19/08/2022,Feid,8,3,3527,baixo,7783887,45,69,52,4,3
2357691,After LIKE,1,2022,8,22,12,265548837,22/08/2022,IVE,4,2,798,baixo,2357691,20,129,11,0,12
2468227,GAT,2,2022,8,25,13,322336177,25/08/2022,Maldy Karol G,1,3,3424,baixo,2468227,39,50,57,3,1
5165382,Im Good Blue,2,2022,8,26,80,1109433169,26/08/2022,Bebe Rexha David Guetta,1,4,13310,alto,5165382,291,184,537,45,727
4363557,Talk that Talk,1,2022,8,26,0,189476119,26/08/2022,TWICE,2,2,644,baixo,4363557,14,77,15,1,2
5086845,Talk,1,2022,9,2,0,148461629,02/09/2022,YEAT,2,2,938,baixo,5086845,10,1,8,0,0
3875589,Vista Al Mar,1,2022,9,8,34,362361576,08/09/2022,Quevedo,4,3,1806,baixo,3875589,16,19,21,3,4
6055373,Evoque Prata,3,2022,9,9,0,174006928,09/09/2022,DJ Escobar MC MENOR SG MC MENOR HR,1,2,916,baixo,6055373,14,1,50,0,0
8693885,Forget Me,1,2022,9,9,4,239411309,09/09/2022,Lewis Capaldi,3,2,2697,baixo,8693885,93,95,84,9,202
7512111,Lady Mi Amor,1,2022,9,13,0,53987404,13/09/2022,Feid,8,1,335,baixo,7512111,3,0,2,0,0
5283123,Prohibidox,1,2022,9,13,12,185392587,13/09/2022,Feid,8,2,1523,baixo,5283123,25,36,25,1,0
3827200,XQ Te Pones As,2,2022,9,13,0,47093942,13/09/2022,Yandel Feid,2,1,320,baixo,3827200,6,1,6,0,0
7662363,Shut up My Moms Calling  Sped Up,1,2022,9,14,7,181831132,14/09/2022,Hotel Ugly,2,2,721,baixo,7662363,2,4,6,0,0
5095829,Typa Girl,1,2022,9,16,10,235549288,16/09/2022,BLACKPINK,3,2,467,baixo,5095829,2,129,13,0,1
4794318,Eu Gosto Assim  Ao Vivo,2,2022,9,16,4,222612678,16/09/2022,Gustavo Mioto Mari Fernandez,1,2,1566,baixo,4794318,27,64,66,1,4
5904115,Shut Down,1,2022,9,16,17,482175240,16/09/2022,BLACKPINK,3,3,1639,baixo,5904115,53,120,62,0,2
8941056,Entre Nosotros Remix con Nicki Nicole,4,2022,1,5,3,236940480,05/01/2022,Lit Killah Maria Becerra Tiago pzk NICKI NICOLE,1,2,803,baixo,8941056,32,0,12,0,0
5380546,Fingers Crossed,3,2022,1,5,0,349585590,05/01/2022,Lauren Spencer Smith Lauren Spencer Smith Lauren Spencer Smith,1,3,2370,baixo,5380546,65,7,70,16,6
2038144,Dont Break My,1,2022,1,7,0,63803529,07/01/2022,The Weeknd,21,1,1191,baixo,2038144,1,5,6,0,0
8715137,Miserable Man,1,2022,1,7,0,124407432,07/01/2022,David Kushner,2,1,833,baixo,8715137,13,0,32,1,0
1582892,pushin P feat Young Thug,3,2022,1,7,0,311395144,07/01/2022,Young Thug Future Gunna,1,3,3614,baixo,1582892,54,28,43,0,0
7726159,Sacrifice,1,2022,1,7,0,326792833,07/01/2022,The Weeknd,21,3,4654,baixo,7726159,81,77,133,0,
7853001,Out of Time,1,2022,1,7,0,339659802,07/01/2022,The Weeknd,21,3,3822,baixo,7853001,49,88,62,0,
7175350,Dawn FM,1,2022,1,7,0,53933526,07/01/2022,The Weeknd,21,1,818,baixo,7175350,1,8,6,0,0
1297061,Every Angel is Terrifying,1,2022,1,7,0,37307967,07/01/2022,The Weeknd,21,1,717,baixo,1297061,0,1,2,0,0
6131592,Gasoline,1,2022,1,7,0,116903579,07/01/2022,The Weeknd,21,1,2322,baixo,6131592,11,29,14,0,0
5426643,Less Than Zero,1,2022,1,7,0,200660871,07/01/2022,The Weeknd,21,2,2879,baixo,5426643,18,77,61,0,1
7332091,Phantom Regret by Jim,1,2022,1,7,0,31959571,07/01/2022,The Weeknd,21,1,772,baixo,7332091,1,1,3,0,0
6457168,25k jacket feat Lil Baby,2,2022,1,7,0,54937991,07/01/2022,Gunna Lil Baby,1,1,640,baixo,6457168,17,3,3,0,0
4501584,How Do I Make You Love Me,1,2022,1,7,0,119238316,07/01/2022,The Weeknd,21,1,1937,baixo,4501584,7,47,15,0,0
7432867,I Heard Youre Married feat Lil Wayne,2,2022,1,7,0,91656026,07/01/2022,The Weeknd Lil Wayne,1,1,1196,baixo,7432867,9,10,9,0,0
6145430,Here We Go Again feat Tyler the Cr,3,2022,1,7,0,88103848,07/01/2022,The Weeknd Tyler The Creator,1,1,1434,baixo,6145430,7,18,7,0,0
4464368,thought i was playing,2,2022,1,7,0,60680939,07/01/2022,21 Savage Gunna,1,1,815,baixo,4464368,3,0,5,0,0
6386843,Best Friends,1,2022,1,7,0,101114984,07/01/2022,The Weeknd,21,1,1309,baixo,6386843,3,18,14,0,0
2717112,Starry Eyes,1,2022,1,7,0,74601456,07/01/2022,The Weeknd,21,1,1026,baixo,2717112,1,17,11,0,0
3355993,A Tale By Quincy,1,2022,1,7,0,41924466,07/01/2022,The Weeknd,21,1,735,baixo,3355993,0,2,2,0,0
4491971,Is There Someone Else,1,2022,1,7,6,391251368,07/01/2022,The Weeknd,21,3,2928,baixo,4491971,13,89,34,0,3
5810373,L,1,2022,1,9,0,108809090,09/01/2022,Stromae,1,1,2470,baixo,5810373,41,122,394,0,2
7654973,Bamba feat Aitch  BIA,3,2022,9,22,7,146223492,22/09/2022,Luciano Aitch B,1,2,895,baixo,7654973,14,12,12,2,28
6204936,STAR WALKIN League of Legends Worlds Anthem,1,2022,9,22,0,332506354,22/09/2022,Lil Nas X,3,3,2937,baixo,6204936,113,17,208,0,192
2302386,Unholy feat Kim Petras,2,2022,9,22,42,1230675890,22/09/2022,Sam Smith Kim Petras,1,4,9123,alto,2302386,216,108,331,26,154
5526636,PUNTO 40,2,2022,9,22,12,304079786,22/09/2022,Baby Rasta Rauw Alejandro,1,3,3126,baixo,5526636,54,32,66,2,0
7822780,BlessedCursed,1,2022,1,10,0,77337771,10/01/2022,ENHYPEN,3,1,258,baixo,7822780,2,12,10,0,0
4064553,Polaroid Love,1,2022,1,10,0,211372494,10/01/2022,ENHYPEN,3,2,488,baixo,4064553,10,56,17,0,0
5922471,The Rumbling TV Size,1,2022,1,10,0,71014967,10/01/2022,SiM,1,1,277,baixo,5922471,0,4,23,0,0
3569943,Mal Feito  Ao Vivo,2,2022,1,14,2,291709698,14/01/2022,Marlia Mendona Hugo  G,1,3,1099,baixo,3569943,35,104,93,1,0
7870658,Cay La Noche feat Cruz Cafun Abhir Hathi Bejo EL IMA,7,2022,1,14,1,245400167,14/01/2022,Quevedo La Pantera Juseph Cruz Cafun Bjo Abhir Hathi,1,2,1065,baixo,7870658,19,5,12,0,0
5418507,212,2,2022,1,15,0,143139338,15/01/2022,Mainstreet Chefin,1,2,401,baixo,5418507,10,0,39,0,0
1221828,WORTH NOTHING,2,2022,9,28,0,213438580,28/09/2022,Twisted Oliver Tree,1,2,1680,baixo,1221828,34,54,34,0,2
8164697,Tubaro Te,4,2022,9,28,0,116144341,28/09/2022,Dj LK da Esccia Tchakabum mc jhenny M,1,1,1068,baixo,8164697,21,0,44,0,0
5031236,Besos Moja2,2,2022,9,29,13,309483971,29/09/2022,Wisin  Yandel ROSAL,1,3,2569,baixo,5031236,53,7,56,3,1
3533833,Celestial,1,2022,9,29,0,176474912,29/09/2022,Ed Sheeran,9,2,1805,baixo,3533833,86,14,80,0,37
4004325,Obsessed,2,2022,9,29,6,71007139,29/09/2022,Abhijay Sharma Riar Saab,1,1,173,baixo,4004325,10,79,2,0,42
7741272,Rumble,3,2022,1,17,0,78489819,17/01/2022,Skrillex Flowdan Fred again,1,1,2915,baixo,7741272,39,45,27,0,1
7120733,Light Switch,1,2022,1,19,0,500340342,19/01/2022,Charlie Puth,2,3,4253,baixo,7120733,119,6,85,1,1
3284752,BILLIE EILISH,1,2022,1,20,0,277132266,20/01/2022,Armani White,1,2,2653,baixo,3284752,49,1,67,11,1
3469822,Gatita,1,2022,10,3,0,168684524,03/10/2022,Bellakath,1,2,1078,baixo,3469822,9,0,15,0,1
3170547,Una Noche en Medell,1,2022,1,21,32,682475162,21/01/2022,Cris Mj,1,4,5514,alto,3170547,46,16,53,1,2
5673293,Murder In My Mind,1,2022,1,21,20,448843705,21/01/2022,Kordhell,1,3,2529,baixo,5673293,20,68,50,0,22
1899106,Hey Mor,2,2022,10,6,38,674072710,06/10/2022,Ozuna Feid,1,4,4789,alto,1899106,63,79,89,11,16
6321372,THE LONELIEST,1,2022,10,7,5,225093344,07/10/2022,Mne,4,2,1991,baixo,6321372,78,65,328,1,198
6429519,Where Did You Go,2,2022,1,26,0,300983101,26/01/2022,MNEK Jax Jones,1,3,4785,baixo,6429519,135,74,119,1,18
3923724,Numb Little Bug,1,2022,1,28,0,258714692,28/01/2022,Em Beihold,1,2,2115,baixo,3923724,47,3,42,12,6
3814674,Malvada,1,2022,1,28,0,154119539,28/01/2022,Z Fe,1,2,693,baixo,3814674,28,73,64,0,0
4942277,Maan Meri Jaan,1,2022,10,12,6,319566866,12/10/2022,King,1,3,300,baixo,4942277,11,80,1,0,8
3608552,Escapism,2,2022,10,12,25,532336353,12/10/2022,RAYE 070 Shake,2,3,5359,baixo,3608552,116,84,114,18,348
2009624,KICK BACK,1,2022,10,12,4,210038833,12/10/2022,Kenshi Yonezu,1,2,638,baixo,2009624,38,101,26,0,0
2661792,Vampiro,3,2022,1,30,4,187772591,30/01/2022,Matu Wiu ,1,2,605,baixo,2661792,26,3,39,0,0
8143341,Bye Bye,2,2022,10,14,0,84697729,14/10/2022,Marshmello Juice WRLD,1,1,791,baixo,8143341,16,0,9,0,0
3476652,California Breeze,1,2022,10,14,0,85559365,14/10/2022,Lil Baby,2,1,1040,baixo,3476652,36,38,13,0,3
8569518,DANA,2,2022,2,1,2,208166039,01/02/2022,Mc Pedrinho Pedro Sampaio,1,2,1055,baixo,8569518,45,0,99,1,1
6554322,Brividi,2,2022,2,2,0,135079152,02/02/2022,Mahmood Blanco,1,1,1240,baixo,6554322,34,1,31,0,0
7691321,Nxde,1,2022,10,17,6,170709584,17/10/2022,GIDLE,2,2,453,baixo,7691321,14,116,9,0,11
3910891,Just Wanna Rock,1,2022,10,17,13,457184829,17/10/2022,Lil Uzi Vert,1,3,4114,baixo,3910891,72,27,47,0,0
4492232,ANTIFRAGILE,1,2022,10,17,12,301051721,17/10/2022,LE SSERAFIM,2,3,795,baixo,4492232,23,95,11,0,3
7165052,Gospel with Eminem,2,2022,2,4,0,64787943,04/02/2022,Eminem Dr Dre,2,1,1077,baixo,7165052,8,0,29,0,0
1159428,shes all i wanna be,1,2022,2,4,0,343197054,04/02/2022,Tate McRae,2,3,2867,baixo,1159428,105,12,51,0,12
1338081,Do We Have A Problem,2,2022,2,4,0,81350745,04/02/2022,Nicki Minaj Lil Baby,2,1,1132,baixo,1338081,42,1,26,0,0
4703367,Im Tired  From Euphoria An Original HBO Series,1,2022,2,4,0,121913181,04/02/2022,Labrinth,7,1,1972,baixo,4703367,26,1,58,0,0
1910640,Monoton,2,2022,10,19,15,380726517,19/10/2022,Ozuna Shakira,1,3,3913,baixo,1910640,118,34,150,4,19
1392259,Ojos Marrones,1,2022,2,6,11,263280370,06/02/2022,Lasso,1,2,836,baixo,1392259,26,18,15,1,4
6829928,Pasoori,2,2022,2,6,6,284249832,06/02/2022,Shae Gill Ali Sethi,1,2,362,baixo,6829928,10,22,3,0,0
6044216,Qu Ago,2,2022,10,20,15,236857112,20/10/2022,Yuridia Angela Aguilar,1,2,697,baixo,6044216,19,59,18,5,52
6773043,En La De Ella,3,2022,10,20,0,133895612,20/10/2022,Feid Sech Jhayco,1,1,1366,baixo,6773043,29,26,17,0,0
6590514,Mastermind,1,2022,10,21,0,218320587,21/10/2022,Taylor Swift,34,2,1956,baixo,6590514,7,5,13,0,0
7270435,Vigilante Shit,1,2022,10,21,0,253650850,21/10/2022,Taylor Swift,34,2,1976,baixo,7270435,12,9,16,0,0
2987008,Lavender Haze,1,2022,10,21,8,488386797,21/10/2022,Taylor Swift,34,3,3852,baixo,2987008,51,43,38,10,1
8346039,AntiHero,1,2022,10,21,56,999748277,21/10/2022,Taylor Swift,34,4,9489,alto,8346039,242,142,165,9,310
4257818,Made You Look,1,2022,10,21,6,502574952,21/10/2022,Meghan Trainor,1,3,4225,baixo,4257818,142,23,127,3,16
5282587,Snow On The Beach feat Lana Del Rey,2,2022,10,21,0,323437194,21/10/2022,Taylor Swift Lana Del Rey,1,3,2478,baixo,5282587,33,57,30,0,11
5899602,Question,1,2022,10,21,0,223064273,21/10/2022,Taylor Swift,34,2,1630,baixo,5899602,10,3,12,0,0
2341529,Bigger Than The Whole Sky,1,2022,10,21,0,121871870,21/10/2022,Taylor Swift,34,1,1192,baixo,2341529,4,0,8,0,0
3146245,Youre On Your Own Kid,1,2022,10,21,2,348647203,21/10/2022,Taylor Swift,34,3,2565,baixo,3146245,8,18,20,0,1
7370086,Karma,1,2022,10,21,23,404562836,21/10/2022,Taylor Swift,34,3,3887,baixo,7370086,37,55,32,0,272
3694791,Midnight Rain,1,2022,10,21,4,433356509,21/10/2022,Taylor Swift,34,3,2652,baixo,3694791,19,29,21,0,0
1386595,Sweet Nothing,1,2022,10,21,0,186104310,21/10/2022,Taylor Swift,34,2,1769,baixo,1386595,9,6,13,0,2
6372213,Labyrinth,1,2022,10,21,0,187339835,21/10/2022,Taylor Swift,34,2,1618,baixo,6372213,6,3,15,0,0
1218742,Bejeweled,1,2022,10,21,0,328207708,21/10/2022,Taylor Swift,34,3,2760,baixo,1218742,39,35,22,2,0
8471839,Wouldve Couldve Shouldve,1,2022,10,21,0,177503916,21/10/2022,Taylor Swift,34,2,1727,baixo,8471839,4,5,8,0,0
1587452,The Great War,1,2022,10,21,0,181382590,21/10/2022,Taylor Swift,34,2,1286,baixo,1587452,1,6,11,0,0
2284105,Maroon,1,2022,10,21,0,317726339,21/10/2022,Taylor Swift,34,3,2330,baixo,2284105,12,16,14,0,0
6363032,Calm Down,1,2022,2,9,10,445763624,09/02/2022,R,1,3,4870,baixo,6363032,107,44,750,22,
2838411,MAMIII,2,2022,2,10,28,716591492,10/02/2022,Karol G Becky G,1,4,7135,alto,2838411,151,102,175,5,29
3434265,Worst Day,1,2022,2,11,0,50746620,11/02/2022,Future,2,1,954,baixo,3434265,20,3,24,0,0
1461831,Stay Alive Prod SUGA of BTS,1,2022,2,11,5,246376690,11/02/2022,Jung Kook,2,2,614,baixo,1461831,4,113,20,0,1
1336403,City of Gods,3,2022,2,11,0,107255472,11/02/2022,Kanye West Alicia Keys Fivio Foreign,1,1,2160,baixo,1336403,34,3,30,0,0
1130135,The Joker And The Queen feat Taylor Swift,2,2022,2,11,0,146789379,11/02/2022,Ed Sheeran Taylor Swift,1,2,1510,baixo,1130135,46,1,34,0,0
1906058,Boyfriend,1,2022,2,11,0,496311364,11/02/2022,Dove Cameron,1,3,3944,baixo,1906058,76,0,102,0,2
6213355,Bussin,2,2022,2,11,0,64714573,11/02/2022,Nicki Minaj Lil Baby,2,1,886,baixo,6213355,25,0,14,0,0
6333549,Malas Decisiones,1,2022,10,26,2,156214700,26/10/2022,Kenia OS,1,2,586,baixo,6333549,23,2,21,0,0
3833877,ULTRA SOLO,2,2022,2,14,0,307752576,14/02/2022,Polima WestCoast Pailita,1,3,1449,baixo,3833877,48,4,34,1,0
4562499,Lift Me Up  From Black Panther Wakanda Forever  Music From and Inspired By,1,2022,10,28,0,297328960,28/10/2022,Rihanna,1,3,3652,baixo,4562499,129,31,212,1,41
7526938,Shirt,1,2022,10,28,0,309653982,28/10/2022,SZA,19,3,3571,baixo,7526938,71,95,31,0,2
4343383,The Astronaut,1,2022,10,28,9,203436468,28/10/2022,Jin,1,2,506,baixo,4343383,10,100,15,1,27
5697442,DARARI,1,2022,2,15,0,182978249,15/02/2022,Treasure,1,2,345,baixo,5697442,10,21,7,0,9
7724259,Fuera del mercado,1,2022,2,17,21,421365166,17/02/2022,Danny Ocean,1,3,2610,baixo,7724259,68,24,43,1,0
8173823,SPIT IN MY FACE,1,2022,10,31,0,301869854,31/10/2022,ThxSoMch,1,3,592,baixo,8173823,1,0,18,0,24
8174616,JGL,2,2022,2,18,9,323455692,18/02/2022,Luis R Conriquez La Adictiva,1,3,803,baixo,8174616,15,33,6,1,0
3371670,Nail Tech,1,2022,2,18,0,193443895,18/02/2022,Jack Harlow,3,2,3005,baixo,3371670,42,0,24,0,0
6348243,Chale,1,2022,2,18,11,299648208,18/02/2022,Eden Mu,1,3,724,baixo,6348243,16,41,13,1,1
2153574,Ya No Somos Ni Seremos,1,2022,2,18,16,319757142,18/02/2022,Christian Nodal,1,3,925,baixo,2153574,27,84,32,7,11
3380441,Belly Dancer,2,2022,2,18,13,383835984,18/02/2022,BYOR Imanbek,1,3,5525,baixo,3380441,109,38,301,1,33
7204092,Bombonzinho  Ao Vivo,2,2022,11,3,6,263453310,03/11/2022,Israel  Rodolffo Ana Castela,1,2,1353,baixo,7204092,26,69,73,2,6
3476877,My Mind  Me,1,2022,11,3,0,91473363,03/11/2022,Selena Gomez,1,1,1051,baixo,3476877,61,13,37,1,0
8553734,A Veces feat Feid,2,2022,11,3,0,73513683,03/11/2022,Feid Paulo Londra,1,1,582,baixo,8553734,2,0,7,0,0
8471078,Punto G,1,2022,11,4,35,381161027,04/11/2022,Quevedo,4,3,2056,baixo,8471078,34,26,37,5,1
3301347,Die For You,1,2022,11,4,0,246390068,04/11/2022,Joji,3,2,1777,baixo,3301347,38,45,36,16,0
5974857,Major Distribution,2,2022,11,4,0,154863153,04/11/2022,Drake 21 Savage,8,2,1582,baixo,5974857,22,7,15,0,0
3984533,Con La Brisa,2,2022,11,4,0,71095708,04/11/2022,Ludwig Goransson Foudeqush,1,1,501,baixo,3984533,8,1,7,0,0
3506706,Circo Loco,2,2022,11,4,0,141720999,04/11/2022,Drake 21 Savage,8,2,1837,baixo,3506706,26,9,17,0,3
3108815,BackOutsideBoyz,1,2022,11,4,0,93367537,04/11/2022,Drake,4,1,1055,baixo,3108815,8,5,2,0,0
8174233,Broke Boys,2,2022,11,4,0,106249219,04/11/2022,Drake 21 Savage,8,1,1068,baixo,8174233,3,8,5,0,0
4322356,Privileged Rappers,2,2022,11,4,0,112436403,04/11/2022,Drake 21 Savage,8,1,1016,baixo,4322356,6,5,3,0,0
1438195,Spin Bout U,2,2022,11,4,2,198365537,04/11/2022,Drake 21 Savage,8,2,1688,baixo,1438195,26,52,10,0,95
2598352,Pussy  Millions feat Travis Scott,3,2022,11,4,0,191333656,04/11/2022,Drake Travis Scott 21 Savage,1,2,1971,baixo,2598352,24,8,17,0,1
3461405,Antidepresan,2,2022,11,4,2,136689549,04/11/2022,Mabel Matiz Mert Demir,1,1,330,baixo,3461405,10,6,7,1,9
3035987,On BS,2,2022,11,4,0,170413877,04/11/2022,Drake 21 Savage,8,2,1354,baixo,3035987,9,20,7,0,0
6728037,Alone,1,2022,11,4,2,96007391,04/11/2022,Burna Boy,2,1,841,baixo,6728037,27,18,32,1,0
4604858,Rich Flex,2,2022,11,4,18,573633020,04/11/2022,Drake 21 Savage,8,3,4783,baixo,4604858,84,84,42,0,23
2166249,OO,1,2022,2,22,0,135444283,22/02/2022,NMIXX,1,1,309,baixo,2166249,9,66,10,0,0
1230186,SPACE MAN,1,2022,2,22,0,54682594,22/02/2022,Sam Ryder,1,1,1403,baixo,1230186,42,51,32,0,0
7021208,Apna Bana Le From Bhediya,2,2022,11,5,0,139836056,05/11/2022,Arijit Singh SachinJigar,1,1,97,baixo,7021208,11,101,0,0,48
5350195,Nobody Like U  From Turning Red,6,2022,2,25,0,120847157,25/02/2022,Jordan Fisher Josh Levi Finneas OConnell 4TOWN From Disney and Pixars Turning Red Topher Ngo Grayson Vill,1,1,982,baixo,5350195,34,39,30,0,0
2762640,Freaky Deaky,2,2022,2,25,0,153240879,25/02/2022,Tyga Doja Cat,1,2,1774,baixo,2762640,26,1,19,0,0
5152397,CAIRO,2,2022,11,13,26,294352144,13/11/2022,Karol G Ovy On The Drums,1,3,2525,baixo,5152397,52,66,55,1,16
4265182,Residente Bzrp Music Sessions Vol 49,2,2022,3,3,0,94616487,03/03/2022,Residente Bizarrap,1,1,481,baixo,4265182,7,11,13,0,0
7700274,HatiHati di Jalan,1,2022,3,3,2,202677468,03/03/2022,Tulus,1,2,212,baixo,7700274,12,4,0,0,0
5701355,Starlight,1,2022,3,3,3,229473310,03/03/2022,Dave,1,2,1916,baixo,5701355,29,40,31,1,1
7860258,Bam Bam feat Ed Sheeran,2,2022,3,4,4,756907987,04/03/2022,Camila Cabello Ed Sheeran,1,4,6788,alto,7860258,185,40,492,9,35
4978027,Dreamers Music from the FIFA World Cup Qatar 2022 Official Soundtrack,3,2022,11,20,20,323358833,20/11/2022,BTS Jung Kook FIFA Sound,1,3,935,baixo,4978027,11,78,35,0,21
7036044,Stefania Kalush Orchestra,1,2022,3,10,0,53729194,10/03/2022,KALUSH,1,1,569,baixo,7036044,10,4,4,0,0
1904497,Sweetest Pie,2,2022,3,11,0,299634472,11/03/2022,Dua Lipa Megan Thee Stallion,1,3,3621,baixo,1904497,69,2,51,11,0
6403499,THE SHADE,1,2022,3,11,6,244928911,11/03/2022,Rex Orange County,1,2,1222,baixo,6403499,17,10,16,0,4
8123858,AMG,3,2022,11,24,19,463564958,24/11/2022,Natanael Cano Gabito Ballesteros Peso Pluma,1,3,1016,baixo,8123858,12,117,9,5,3
8399372,Ferrari,2,2022,3,14,28,462791599,14/03/2022,James Hype Miggy Dela Rosa,1,3,8106,baixo,8399372,173,79,175,0,168
2432426,Escapism  Sped Up,2,2022,11,25,0,184308753,25/11/2022,RAYE 070 Shake,2,2,1391,baixo,2432426,12,1,11,0,8
6577689,sentaDONA Remix s2,4,2022,3,17,0,176290831,17/03/2022,Lusa Sonza MC Frog Dj Gabriel do Borel Davi K,1,2,951,baixo,6577689,32,0,49,0,0
7500786,Pantysito,3,2022,3,18,0,273005485,18/03/2022,Feid Alejo Robi,1,2,3074,baixo,7500786,49,17,30,0,0
4830246,IDGAF with blackbear,2,2022,3,18,0,197643795,18/03/2022,Blackbear BoyWithUke,1,2,648,baixo,4830246,10,2,13,0,1
4342968,Crazy What Love Can Do,3,2022,3,18,0,286739476,18/03/2022,David Guetta Ella Henderson Becky Hill,1,2,5571,baixo,4342968,139,73,142,0,5
3555344,MANIAC,1,2022,3,18,0,212234990,18/03/2022,Stray Kids,2,2,677,baixo,3555344,6,188,20,0,0
5675634,SNAP,1,2022,3,19,18,726307468,19/03/2022,Rosa Linn,1,4,3576,alto,5675634,148,80,226,24,0
2817956,Boys a liar,1,2022,11,30,0,156338624,30/11/2022,PinkPantheress,1,2,1280,baixo,2817956,27,0,28,13,0
1443757,La Jumpa,2,2022,11,30,34,538115192,30/11/2022,Arcangel Bad Bunny,1,3,3894,baixo,1443757,47,77,53,10,8
7137376,Players,1,2022,11,30,6,335074782,30/11/2022,Coi Leray,1,3,4357,baixo,7137376,118,48,143,0,240
2817956,Boys a liar,1,2022,11,30,0,156338624,30/11/2022,PinkPantheress,1,2,1280,baixo,2817956,27,0,28,13,0
6794169,Ch y la Pizza,2,2022,12,1,10,288101651,01/12/2022,Fuerza Regida Natanael Cano,1,2,554,baixo,6794169,10,72,8,3,14
6143073,On Time with John Legend,2,2022,12,2,0,78139948,02/12/2022,John Legend Metro Boomin,1,1,406,baixo,6143073,2,2,6,0,2
2540650,Too Many Nights feat Don Toliver  with Future,3,2022,12,2,58,286400165,02/12/2022,Future Metro Boomin Don Toliver,1,2,2146,baixo,2540650,17,119,19,2,266
1054764,CHORRITO PA LAS ANIMAS,1,2022,12,2,36,345031710,02/12/2022,Feid,8,3,2384,baixo,1054764,29,65,34,5,3
4890110,People,1,2022,12,2,56,373199958,02/12/2022,Libianca,1,3,3780,baixo,4890110,105,64,169,8,529
1718193,Niagara Falls Foot or 2 with Travis Scott  21 Savage,3,2022,12,2,0,195516622,02/12/2022,Travis Scott 21 Savage Metro Boomin,1,2,1626,baixo,1718193,12,22,12,0,2
2927588,Creepin,3,2022,12,2,88,843957510,02/12/2022,The Weeknd 21 Savage Metro Boomin,1,4,6394,alto,2927588,113,149,245,23,27
3381390,Tak Segampang Itu,1,2022,12,2,6,179659294,02/12/2022,Anggi Marito,1,2,220,baixo,3381390,7,6,0,0,48
3512881,Superhero Heroes  Villains with Future  Chris Brown,3,2022,12,2,16,401036314,02/12/2022,Future Chris Brown Metro Boomin,1,3,3038,baixo,3512881,41,69,38,0,36
2121928,Trance with Travis Scott  Young Thug,3,2022,12,2,46,276259178,02/12/2022,Travis Scott Young Thug Metro Boomin,1,2,1736,baixo,2121928,24,90,30,1,176
3305057,Wild Flower with youjeen,1,2022,12,2,2,135611421,02/12/2022,RM,1,1,369,baixo,3305057,2,74,14,0,2
8283550,Raindrops Insane with Travis Scott,2,2022,12,2,0,110649992,02/12/2022,Travis Scott Metro Boomin,1,1,893,baixo,8283550,3,7,10,0,0
2840055,One Thing At A Time,1,2022,12,2,4,148469433,02/12/2022,Morgan Wallen,11,2,827,baixo,2840055,11,58,5,0,21
6009839,Plan A,1,2022,3,23,0,240661097,23/03/2022,Paulo Londra,2,2,1156,baixo,6009839,32,0,19,0,0
6642483,10 Things I Hate About You,1,2022,3,23,0,185550869,23/03/2022,Leah Kate,1,2,1339,baixo,6642483,23,1,15,0,0
6644972,Layla,2,2022,3,24,3,130419412,24/03/2022,Schrze DJ R,1,1,874,baixo,6644972,18,124,24,1,0
2987518,RUMBAT,1,2022,3,25,0,157990698,25/03/2022,Daddy Yankee,2,2,1336,baixo,2987518,20,4,52,0,1
3448376,Calm Down with Selena Gomez,2,2022,3,25,77,899183384,25/03/2022,Rma Selena G,1,4,7632,alto,3448376,202,119,318,38,96
2150360,Soy El Unico,1,2022,3,25,0,126443991,25/03/2022,Yahritza Y Su Esencia,1,1,235,baixo,2150360,5,0,4,0,1
