trackid,name_track,artist_c,year,month,day,spotify_CHA,stream_int,data_lancamento,name_artist_,qtd_music_solo,quartile_stream,total_playlist,categoria,track_id,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
5400474,San Lucas,1,2019,11,7,1,244891912,07/11/2019,Kevin Kaarl,1,2,417,baixo,5400474,5,0,5,0,0
2092930,Streets,1,2019,11,7,0,865640097,07/11/2019,Doja Cat,6,4,5992,alto,2092930,85,87,179,0,12
3869741,Watermelon Sugar,1,2019,11,17,34,2322580122,17/11/2019,Harry Styles,17,4,23564,alto,3869741,437,115,1212,12,
6181977,Arcade,1,2019,3,7,0,991336132,07/03/2019,Duncan Laurence,1,4,7337,alto,6181977,107,47,584,1,
2553984,Blinding Lights,1,2019,11,29,69,3703895074,29/11/2019,The Weeknd,21,4,47992,alto,2553984,672,199,3421,20,
8483246,Adore You,1,2019,12,6,1,1439191367,06/12/2019,Harry Styles,17,4,14219,alto,8483246,246,71,519,2,5
6327262,Falling,1,2019,12,13,0,1023187129,13/12/2019,Harry Styles,17,4,7934,alto,6327262,124,24,254,0,8
2977289,Golden,1,2019,12,13,1,807015863,13/12/2019,Harry Styles,17,4,8714,alto,2977289,85,24,200,0,2
7304378,Boy With Luv feat Halsey,2,2019,4,12,0,1065580332,12/04/2019,Halsey BTS,1,4,4632,alto,7304378,113,92,259,0,1
2775772,Heart To Heart,1,2019,5,10,0,244658767,10/05/2019,Mac DeMarco,1,2,1696,baixo,2775772,27,27,29,1,1
2969661,Dance Monkey,1,2019,5,10,0,2864791672,10/05/2019,Tones and I,1,4,28657,alto,2969661,533,167,3595,6,
8251078,Those Eyes,1,2019,5,10,14,411747614,10/05/2019,New West,1,3,1575,baixo,8251078,24,71,44,1,195
1322961,NEW MAGIC WAND,2,2019,5,16,0,461437791,16/05/2019,Tyler The Creator,3,3,4776,baixo,1322961,13,7,55,0,1
6990936,Callaita,2,2019,5,31,15,1304313953,31/05/2019,Bad Bunny Tainy,1,4,10056,alto,6990936,162,116,355,7,0
1660982,Seo,2,2019,6,19,2,2484812918,19/06/2019,Shawn Mendes Camila Cabello,1,4,17248,alto,1660982,453,50,1785,1,8
7885122,Mount Everest,1,2019,6,21,0,467727006,21/06/2019,Labrinth,7,3,5568,baixo,7885122,45,1,80,0,12
2767209,LA CANCI,2,2019,6,28,31,1435127549,28/06/2019,J Balvin Bad Bunny,1,4,6880,alto,2767209,177,109,305,3,5
2748330,Toms Diner,2,2019,6,28,0,236872197,28/06/2019,AnnenMayKantereit Giant Rooks,1,2,2670,baixo,2748330,15,48,50,0,3
2468710,love nwantiti ah ah ah,1,2019,7,26,2,726837877,26/07/2019,Ckay,1,4,6005,alto,2468710,74,0,262,14,
6792432,All For Us  from the HBO Original Series Euphoria,2,2019,8,4,0,426204830,04/08/2019,Labrinth Zendaya,1,3,5382,baixo,6792432,33,123,7,0,4
2362023,Cruel Summer,1,2019,8,23,100,800840817,23/08/2019,Taylor Swift,34,4,8099,alto,2362023,116,207,125,12,548
4117642,All Of The Girls You Loved Before,1,2019,8,23,6,185240616,23/08/2019,Taylor Swift,34,2,1327,baixo,4117642,26,6,19,0,5
2020928,Circles,1,2019,8,30,16,2132335812,30/08/2019,Post Malone,3,4,20688,alto,2020928,391,73,633,3,37
8725160,Love Nwantiti  Remix,3,2019,8,30,0,540539717,30/08/2019,Ckay AXEL Dj Yo,1,3,2795,baixo,8725160,42,2,57,0,
6373026,Mary On A Cross,1,2019,9,13,2,387080183,13/09/2019,Ghost,1,3,2784,baixo,6373026,38,266,78,0,141
6047703,Astronaut In The Ocean,1,2019,1,1,0,1138474110,01/01/2019,Masked Wolf,1,4,7815,alto,6047703,146,18,478,0,7
2635416,Memories,1,2019,9,20,2,1759567999,20/09/2019,Maroon 5,1,4,11312,alto,2635416,272,67,1066,1,19
6002262,Lost in the Fire,2,2019,1,11,2,686734357,11/01/2019,The Weeknd Gesaffelstein,2,4,8288,alto,6002262,110,145,447,0,46
1647722,Still Dont Know My Name,1,2019,10,4,0,563902868,04/10/2019,Labrinth,7,3,6645,baixo,1647722,47,116,266,0,0
2392756,When I RIP,1,2019,10,4,0,203680270,04/10/2019,Labrinth,7,2,2652,baixo,2392756,8,67,66,0,0
8290102,Formula,1,2019,10,4,7,554875730,04/10/2019,Labrinth,7,3,3570,baixo,8290102,24,85,102,0,1
1050544,Forever,1,2019,10,4,0,282883169,04/10/2019,Labrinth,7,2,3777,baixo,1050544,21,86,138,0,2
3153550,Under The Influence,1,2019,10,4,26,929964809,04/10/2019,Chris Brown,1,4,3995,alto,3153550,133,181,3,0,
8788368,Heat Waves,1,2020,6,28,63,2557975762,28/06/2020,Glass Animals,1,4,23636,alto,8788368,386,144,707,28,
8056641,Life Goes On,1,2020,7,17,0,501541661,17/07/2020,Oliver Tree,1,3,3027,baixo,8056641,43,15,116,0,
1839223,Mood feat Iann Dior,2,2020,7,24,0,1699402402,24/07/2020,24kgoldn Iann Dior,1,4,13727,alto,1839223,237,27,636,0,
2816072,Excuses,3,2020,7,24,4,327498031,24/07/2020,Intense AP Dhillon Gurinder Gill,1,3,281,baixo,2816072,7,21,2,0,0
2685773,cardigan,1,2020,7,24,29,812019557,24/07/2020,Taylor Swift,34,4,8171,alto,2685773,106,112,142,4,215
6556428,august,1,2020,7,24,22,607123776,24/07/2020,Taylor Swift,34,3,7410,baixo,6556428,25,81,61,1,44
3745752,Dynamite,1,2020,8,21,5,1692897992,21/08/2020,BTS,8,4,9350,alto,3745752,239,163,583,0,
1203746,Bad Habits,1,2020,9,3,8,1555511105,03/09/2020,Ed Sheeran,9,4,14044,alto,1203746,344,97,945,15,
3557036,The Business,1,2020,1,1,0,1062345656,01/01/2020,Ti,1,4,15148,alto,3557036,255,32,582,0,14
7748090,MONTERO Call Me By Your Name,1,2020,9,18,0,1735441776,18/09/2020,Lil Nas X,3,4,13342,alto,7748090,275,19,738,0,
8672552,Mon Amour  Remix,2,2020,9,21,2,578207856,21/09/2020,Aitana zzoilo,1,3,3427,baixo,8672552,67,13,139,0,40
1464404,MIDDLE OF THE NIGHT,1,2020,1,10,8,872137015,10/01/2020,Elley Duh,1,4,4375,alto,1464404,78,21,240,1,52
2744235,Contection,2,2020,1,16,0,1180896317,16/01/2020,GODZZ__ Zakaria,1,4,7418,alto,2744235,65,45,398,0,1
5355322,Demasiadas Mujeres,1,2020,10,8,0,339473453,08/10/2020,C Tangana,1,3,2273,baixo,5355322,36,2,11,0,14
4341380,Shut up My Moms Calling,1,2020,2,10,14,405136812,10/02/2020,Hotel Ugly,2,3,1808,baixo,4341380,1,50,19,0,19
7298366,positions,1,2020,10,23,0,1252563873,23/10/2020,Ariana Grande,2,4,8477,alto,7298366,175,55,95,0,2
3574464,Dakiti,2,2020,10,30,21,1763363713,30/10/2020,Bad Bunny Jhay Cortez,2,4,11929,alto,3574464,189,166,525,9,25
3347693,After Hours,1,2020,2,19,6,698086140,19/02/2020,The Weeknd,21,4,8347,alto,3347693,45,115,218,1,221
6721865,Todo De Ti,1,2020,11,2,8,1168642797,02/11/2020,Rauw Alejandro,2,4,12431,alto,6721865,188,75,268,6,16
6261319,HEARTBREAK ANNIVERSARY,1,2020,2,21,4,951637566,21/02/2020,Giveon,1,4,5719,alto,6261319,111,127,210,0,37
4974042,A Tu Merced,1,2020,2,29,11,685071800,29/02/2020,Bad Bunny,19,4,4275,alto,4974042,21,20,40,0,0
8134740,La Santa,2,2020,2,29,20,759208783,29/02/2020,Daddy Yankee Bad Bunny,2,4,5042,alto,8134740,52,42,100,0,0
3775590,La Zona,1,2020,2,29,0,312622938,29/02/2020,Bad Bunny,19,3,1216,baixo,3775590,13,1,15,0,1
2079388,Meet Me At Our Spot,3,2020,3,13,0,530511203,13/03/2020,THE ANXIETY Willow Tyler Cole,1,3,6871,baixo,2079388,47,14,90,0,1
5106082,Angels Like You,1,2020,11,27,19,570515054,27/11/2020,Miley Cyrus,2,3,3575,baixo,5106082,65,48,138,1,102
1961503,Save Your Tears,1,2020,3,20,13,1591223784,20/03/2020,The Weeknd,21,4,12997,alto,1961503,197,115,112,0,200
5864281,Heather,1,2020,3,20,7,1301799902,20/03/2020,Conan Gray,1,4,6483,alto,5864281,82,1,231,0,2
5142009,Save Your Tears with Ariana Grande Remix,2,2020,3,20,5,1221813483,20/03/2020,Ariana Grande The Weeknd,2,4,9869,alto,5142009,240,98,468,3,10
5370460,Levitating,1,2020,3,27,0,797196073,27/03/2020,Dua Lipa,3,4,10597,alto,5370460,233,82,531,1,1
5415405,Levitating feat DaBaby,2,2020,3,27,8,1802514301,27/03/2020,Dua Lipa DaBaby,1,4,16636,alto,5415405,198,13,544,0,60
7243247,I Really Want to Stay at Your House,2,2020,12,18,1,140430339,18/12/2020,Rosa Walton Hallie Coggins,1,1,699,baixo,7243247,0,0,31,0,
2797126,Caile,1,2020,12,18,2,273914335,18/12/2020,Luar La L,1,2,1526,baixo,2797126,17,12,15,0,0
6775509,Good Days,1,2020,12,24,2,826623384,24/12/2020,SZA,19,4,10741,alto,6775509,133,109,182,1,10
3023667,Sky,1,2020,12,25,3,506778838,25/12/2020,Playboi Carti,1,3,3374,baixo,3023667,25,3,52,0,1
2602763,you broke me first,1,2020,4,17,0,1180094974,17/04/2020,Tate McRae,2,4,7123,alto,2602763,167,19,318,0,1
5865058,,1,2020,5,20,14,403097450,20/05/2020,Fujii Kaze,1,3,718,baixo,5865058,24,94,9,0,23
7179210,Still With You,1,2020,6,5,39,38411956,05/06/2020,Jung Kook,2,1,41,baixo,7179210,2,107,8,0,0
7345306,Leave The Door Open,3,2021,3,5,0,1115880852,05/03/2021,Bruno Mars Anderson Paak Silk Sonic,2,4,15223,alto,7345306,237,123,569,0,10
2726514,DANCE CRIP,1,2021,11,17,0,198883004,17/11/2021,Trueno,1,2,769,baixo,2726514,14,14,24,0,4
5311211,I AM WOMAN,1,2021,11,18,0,225259194,18/11/2021,Emmy Meli,1,2,2947,baixo,5311211,45,0,107,0,0
2407166,S,3,2021,11,18,0,177129919,18/11/2021,Anuel Aa Myke Towers Jhay Cortez,1,2,948,baixo,2407166,30,26,15,0,0
2761463,Down Under feat Colin Hay,2,2021,11,19,2,252871192,19/11/2021,Luude Colin Hay,1,2,3648,baixo,2761463,57,13,50,1,7
7235348,We Dont Talk About Bruno,7,2021,11,19,0,432719968,19/11/2021,Adassa Mauro Castillo Stephanie Beatriz Encanto  Cast Rhenzy Feliz Diane Guerrero Carolina Gaitan,1,3,2924,baixo,7235348,95,89,44,0,
7423770,Dos Oruguitas,1,2021,11,19,0,167076418,19/11/2021,Sebastian Yatra,2,2,1023,baixo,7423770,24,47,74,0,0
3657141,What Else Can I Do,2,2021,11,19,0,154797871,19/11/2021,Stephanie Beatriz Diane Guerrero,1,2,823,baixo,3657141,13,27,8,0,0
2820520,Oh My God,1,2021,11,19,0,466214729,19/11/2021,Adele,4,3,4735,baixo,2820520,105,7,199,0,0
3559931,The Family Madrigal,3,2021,11,19,0,184937148,19/11/2021,Olga Merediz Stephanie Beatriz Encanto  Cast,1,2,1182,baixo,3559931,20,38,12,0,0
7298940,Hrs and Hrs,1,2021,11,19,0,181328253,19/11/2021,Muni Long,1,2,1889,baixo,7298940,43,36,46,13,4
4923571,Surface Pressure,1,2021,11,19,0,267758538,19/11/2021,Jessica Darrow,1,2,1814,baixo,4923571,38,48,20,0,0
2480109,Bones,1,2021,3,11,44,838079900,11/03/2021,Imagine Dragons,3,4,4623,alto,2480109,98,108,327,17,153
6158916,METAMORPHOSIS,1,2021,11,25,24,357580552,25/11/2021,INTERWORLD,1,3,1603,baixo,6158916,18,78,24,0,30
6698200,Ghost,1,2021,3,19,24,1167330737,19/03/2021,Justin Bieber,3,4,6068,alto,6698200,107,38,95,0,
3252166,Peaches feat Daniel Caesar  Giveon,3,2021,3,19,0,1445941661,19/03/2021,Justin Bieber Daniel Caesar Giveon,1,4,14983,alto,3252166,231,52,612,6,
5624903,I WANNA BE YOUR SLAVE,1,2021,3,19,0,851070493,19/03/2021,Mne,4,4,5372,alto,5624903,65,88,434,3,13
2503884,Malvad,3,2021,11,30,1,240684449,30/11/2021,Xam Gustah Neo B,1,2,743,baixo,2503884,14,3,81,0,0
1640645,ELEVEN,1,2021,12,1,1,247737946,01/12/2021,IVE,4,2,549,baixo,1640645,17,89,11,0,0
4923214,Itll Be Okay,1,2021,12,1,0,287201015,01/12/2021,Shawn Mendes,3,2,2110,baixo,4923214,56,8,104,0,10
3782910,I Hate U,1,2021,12,3,0,356709897,03/12/2021,SZA,19,3,4203,baixo,3782910,66,96,43,0,0
5555264,Sunroof,2,2021,12,3,17,652704649,03/12/2021,Nicky Youre Dazy,1,3,4007,baixo,5555264,156,35,110,19,0
8465611,The Color Violet,1,2021,12,10,32,415932686,10/12/2021,Tory Lanez,1,3,2609,baixo,8465611,3,79,21,1,54
7717973,Cigarettes,1,2021,12,10,0,185408548,10/12/2021,Juice WRLD,2,2,996,baixo,7717973,11,0,10,0,0
1289598,deja vu,1,2021,4,1,4,1256880657,01/04/2021,Olivia Rodrigo,7,4,7803,alto,1289598,117,39,141,0,46
2003358,Mujeriego,1,2021,12,17,0,231996128,17/12/2021,Ryan Castro,2,2,1627,baixo,2003358,44,63,91,0,24
5347552,RAPSTAR,1,2021,4,9,0,797402345,09/04/2021,Polo G,1,4,4950,alto,5347552,141,12,78,0,0
8360758,Kiss Me More feat SZA,2,2021,4,9,0,1575467011,09/04/2021,SZA Doja Cat,1,4,16746,alto,8360758,382,65,497,0,12
3090144,You Belong With Me Taylors Ve,1,2021,4,9,12,350381515,09/04/2021,Taylor Swift,34,3,2667,baixo,3090144,47,90,1,0,7
5930788,Peru,2,2021,12,23,0,261286503,23/12/2021,Ed Sheeran Fireboy DML,1,2,3213,baixo,5930788,60,17,154,0,22
3521113,Christmas Tree,1,2021,12,24,9,317622165,24/12/2021,V,1,3,523,baixo,3521113,8,106,6,0,8
5615912,La Bebe,1,2021,12,24,17,191945597,24/12/2021,Yng Lvcas,1,2,498,baixo,5615912,4,11,5,1,2
8033263,SloMo,1,2021,12,24,0,65719930,24/12/2021,Chanel,1,1,1261,baixo,8033263,31,0,19,0,2
2835063,2055,1,2021,4,14,0,624515457,14/04/2021,Sleepy hallow,1,3,2299,baixo,2835063,29,0,44,0,0
3885692,Tiago PZK Bzrp Music Sessions Vol 48,2,2021,12,29,12,374191487,29/12/2021,Bizarrap Tiago pzk,1,3,1713,baixo,3885692,20,4,15,1,3
4600873,When Im Gone with Katy,2,2021,12,29,0,226897599,29/12/2021,Katy Perry Alesso,1,2,3424,baixo,4600873,89,21,65,0,0
2346155,Leave Before You Love Me with Jonas Brothers,2,2021,4,28,4,651732901,28/04/2021,Marshmello Jonas Brothers,1,3,5146,baixo,2346155,143,24,110,0,70
1027228,Min,2,2021,4,29,16,596152090,29/04/2021,Tini Maria Becerra,1,3,3537,baixo,1027228,61,23,70,1,0
3076130,Jordan,1,2021,4,30,2,394030335,30/04/2021,Ryan Castro,2,3,2908,baixo,3076130,29,2,35,1,0
3393833,Thunder,3,2021,5,7,10,422691058,07/05/2021,Prezioso Gabry Ponte LUMX,1,3,5159,baixo,3393833,54,16,259,0,13
6554843,good 4 u,1,2021,5,14,6,1887039593,14/05/2021,Olivia Rodrigo,7,4,16283,alto,6554843,259,55,461,1,
1539892,295,1,2021,5,15,4,183273246,15/05/2021,Sidhu Moose Wala,1,2,250,baixo,1539892,4,106,0,0,7
7403072,happier,1,2021,5,21,4,850608354,21/05/2021,Olivia Rodrigo,7,4,3199,alto,7403072,25,46,105,0,45
8096695,favorite crime,1,2021,5,21,0,783706581,21/05/2021,Olivia Rodrigo,7,4,3800,alto,8096695,20,21,99,0,7
8835305,jealousy jealousy,1,2021,5,21,0,665765558,21/05/2021,Olivia Rodrigo,7,3,3337,baixo,8835305,10,0,70,0,0
1198357,traitor,2,2021,5,21,6,1230855859,21/05/2021,Juan Cruz Toledo Huilen Toledo,1,4,5476,alto,1198357,85,43,134,0,
8452012,Butter,1,2021,5,21,6,1143647827,21/05/2021,BTS,8,4,5182,alto,8452012,180,135,223,0,5
3365981,Yonaguni,1,2021,6,4,28,1260594497,04/06/2021,Bad Bunny,19,4,9928,alto,3365981,120,86,164,4,0
3739768,Por las Noches,1,2021,6,11,24,330346424,11/06/2021,Peso Pluma,2,3,469,baixo,3739768,8,116,4,3,2
8480431,Need To Know,1,2021,6,11,0,1042568408,11/06/2021,Doja Cat,6,4,6947,alto,8480431,125,36,150,0,
4365318,Pepas,1,2021,6,24,17,1309887447,24/06/2021,Farruko,1,4,15331,alto,4365318,252,109,965,20,
4967426,You Right,2,2021,6,24,0,672656250,24/06/2021,Doja Cat The Weeknd,1,3,5256,baixo,4967426,83,9,100,0,4
8454029,AM Remix,3,2021,6,24,0,528544703,24/06/2021,J Balvin Nio Garcia Bad Bunny,1,3,6716,baixo,8454029,93,5,67,1,0
6879361,Desesperados,2,2021,6,25,34,809306935,25/06/2021,Chencho Corleone Rauw Alejandro,1,4,7032,alto,6879361,83,58,128,7,0
5897675,Aint Shit,1,2021,6,25,0,499710590,25/06/2021,Doja Cat,6,3,3514,baixo,5897675,32,6,46,0,1
5346382,Woman,1,2021,6,25,0,1329090101,25/06/2021,Doja Cat,6,4,10089,alto,5346382,202,50,463,4,
5085460,Get Into It Yuh,1,2021,6,25,0,516784627,25/06/2021,Doja Cat,6,3,5115,baixo,5085460,43,19,73,12,0
4105518,C,1,2021,6,25,3,465959382,25/06/2021,Rauw Alejandro,2,3,2711,baixo,4105518,36,82,39,0,5
2011518,Volando  Remix,3,2021,7,8,19,610045621,08/07/2021,Sech Bad Bunny Mora,1,3,3443,baixo,2011518,101,34,70,1,2
3386819,Sobrio,1,2021,7,8,10,513643924,08/07/2021,Maluma,1,3,3709,baixo,3386819,103,76,100,1,1
5459112,Permission to Dance,1,2021,7,9,2,608334048,09/07/2021,BTS,8,3,1952,baixo,5459112,77,134,74,0,2
2023156,STAY with Justin Bieber,2,2021,7,9,36,2665343922,09/07/2021,Justin Bieber The Kid Laroi,1,4,18340,alto,2023156,492,99,798,31,0
3378211,INDUSTRY BABY feat Jack Harlow,2,2021,7,23,0,1814349763,23/07/2021,Jack Harlow Lil Nas X,1,4,14305,alto,3378211,300,47,690,0,
4782067,Happier Than Ever  Edit,1,2021,7,28,0,412795151,28/07/2021,Billie Eilish,5,3,2016,baixo,4782067,19,0,38,0,0
6416915,Where Are You Now,2,2021,7,30,44,972509632,30/07/2021,Lost Frequencies Calum Scott,1,4,11360,alto,6416915,238,122,557,17,58
5737293,Happier Than Ever,1,2021,7,30,0,1056760045,30/07/2021,Billie Eilish,5,4,8897,alto,5737293,138,133,283,0,
1828042,Dont Be Shy,2,2021,8,1,0,566954746,01/08/2021,Tisto Kar,1,3,6384,baixo,1828042,171,51,187,1,21
5111873,Volv,2,2021,8,3,10,673801126,03/08/2021,Aventura Bad Bunny,1,4,5646,alto,5111873,138,24,133,0,1
4586215,Take My Breath,1,2021,8,6,0,432702334,06/08/2021,The Weeknd,21,3,6910,baixo,4586215,174,73,344,0,0
3933523,Flowers,1,2021,8,9,0,184826429,09/08/2021,Lauren Spencer Smith,1,2,867,baixo,3933523,42,9,24,1,1
2643038,Every Summertime,1,2021,8,10,2,290228626,10/08/2021,NIKI,1,3,1246,baixo,2643038,30,2,5,0,6
1647815,Se Le Ve,8,2021,8,12,0,223319934,12/08/2021,Arcangel De La Ghetto Justin Quiles Lenny Tavrez Sech Dalex Dimelo Flow Rich Music,1,2,1632,baixo,1647815,72,0,0,0,0
1513475,OUT OUT feat Charli XCX  Saweetie,4,2021,8,13,0,427486004,13/08/2021,Charli XCX Jax Jones Joel Corry Saweetie,1,3,7213,baixo,1513475,122,11,201,0,1
6389379,abcdefu,1,2021,8,13,0,1007612429,13/08/2021,Gayle,1,4,7960,alto,6389379,170,12,575,18,
6984128,Do It To It,2,2021,8,20,0,674772936,20/08/2021,Cherish ACRAZE,1,4,13051,alto,6984128,183,63,465,0,11
5406019,family ties with Kendrick Lamar,2,2021,8,27,5,560222750,27/08/2021,Kendrick Lamar Baby Keem,1,3,6485,baixo,5406019,114,15,63,0,2
2542321,Praise God,1,2021,8,29,0,376333030,29/08/2021,Kanye West,3,3,4780,baixo,2542321,24,6,105,0,0
8641758,Until I Found You,1,2021,9,1,4,726434358,01/09/2021,Stephen Sanchez,1,4,4650,alto,8641758,69,100,154,20,438
2439081,Acapulco,1,2021,9,1,0,363467642,01/09/2021,Jason Derulo,1,3,3391,baixo,2439081,111,5,182,1,0
4102590,Ley Seca,2,2021,9,2,0,355219175,02/09/2021,Anuel Aa Jhay Cortez,1,3,2151,baixo,4102590,101,12,38,0,0
4666772,Knife Talk with 21 Savage ft Project Pat,3,2021,9,3,0,594482982,03/09/2021,Drake Project Pat 21 Savage,1,3,5289,baixo,4666772,45,43,45,0,3
6195210,Way 2 Sexy with Future  Young Thug,3,2021,9,3,0,489945871,03/09/2021,Drake Future Young Thug,1,3,5711,baixo,6195210,144,30,86,0,0
6599493,Fair Trade with Travis Scott,2,2021,9,3,6,593917618,03/09/2021,Drake Travis Scott,1,3,5617,baixo,6599493,118,116,96,0,3
4551026,this is what falling in love feels like,1,2021,9,3,0,346127840,03/09/2021,JVKE,2,3,2064,baixo,4551026,16,5,43,0,7
1519987,Enemy with JID  from the series Arcane League of Legends,4,2021,9,3,7,1223481149,03/09/2021,Imagine Dragons League of Legends JID Arcane,1,4,6882,alto,1519987,122,88,580,21,10
1519987,Enemy with JID  from the series Arcane League of Legends,4,2021,9,3,7,1223481149,03/09/2021,Imagine Dragons League of Legends JID Arcane,1,4,6882,alto,1519987,122,88,580,21,10
6352056,Nostl,3,2021,9,8,2,436695353,08/09/2021,Chris Brown Rvssian Rauw Alejandro,1,3,2925,baixo,6352056,86,76,59,0,16
1774478,Shivers,1,2021,9,9,30,1302184087,09/09/2021,Ed Sheeran,9,4,10924,alto,1774478,234,71,543,18,
7429862,Angel Baby,1,2021,9,9,9,408843328,09/09/2021,Troye Sivan,2,3,2043,baixo,7429862,52,25,32,0,10
1266830,Toxic,1,2021,9,10,0,582981380,10/09/2021,BoyWithUke,1,3,1947,baixo,1266830,34,23,118,0,
2320654,MONEY,1,2021,9,10,13,863625566,10/09/2021,Lisa,1,4,2741,alto,2320654,44,109,131,0,
3154799,Mony so,1,2021,9,10,0,263779030,10/09/2021,YEAT,2,2,1487,baixo,3154799,2,0,12,0,10
6575753,Sad Girlz Luv Money Remix feat Kali Uchis,3,2021,9,16,0,354065229,16/09/2021,Kali Uchis Amaarae Moliy,1,3,3782,baixo,6575753,69,3,70,0,3
2636311,THATS WHAT I WANT,1,2021,9,17,0,920797189,17/09/2021,Lil Nas X,3,4,8434,alto,2636311,173,7,298,0,4
5750956,drivers license,1,2021,1,8,3,1858144199,08/01/2021,Olivia Rodrigo,7,4,13355,alto,5750956,185,61,485,0,
4727736,Better Days NEIKED x Mae Muller x Polo G,3,2021,9,24,0,421040617,24/09/2021,NEIKED Mae Muller Polo G,1,3,4269,baixo,4727736,105,2,73,13,1
4162862,My Universe,2,2021,9,24,13,1061966512,24/09/2021,Coldplay BTS,1,4,6127,alto,4162862,0,0,0,0,0
7271843,Friday feat Mufasa  Hypeman  Dopamine ReEdit,4,2021,1,15,0,863756573,15/01/2021,Riton Nightcrawlers Mufasa  Hypeman Dopamine,1,4,12962,alto,7271843,209,54,710,0,18
8744804,The Feels,1,2021,10,1,0,345903614,01/10/2021,TWICE,2,3,1214,baixo,8744804,20,99,44,0,2
8990379,Lo Siento BB with Bad Bunny  Julieta Venegas,3,2021,10,5,26,775542072,05/10/2021,Julieta Venegas Bad Bunny Tainy,1,4,3537,alto,8990379,61,65,53,6,0
5498548,Qu M,2,2021,1,28,0,720825549,28/01/2021,J Balvin Maria Becerra,1,4,8310,alto,5498548,92,34,131,0,0
1633830,EsqueaMe Se For C,2,2021,10,14,0,258316038,14/10/2021,Marlia Mendona Maiara ,1,2,697,baixo,1633830,24,92,93,0,0
7732446,Easy On Me,1,2021,10,14,20,1406111294,14/10/2021,Adele,4,4,11110,alto,7732446,258,87,657,22,9
5334385,Salimo de Noche,2,2021,10,21,0,261414174,21/10/2021,Trueno Tiago pzk,1,2,1095,baixo,5334385,17,5,21,0,0
4421880,Tacones Rojos,1,2021,10,22,9,510876816,22/10/2021,Sebastian Yatra,2,3,3209,baixo,4421880,77,31,85,5,28
7368008,Moth To A Flame with The Weeknd,2,2021,10,22,17,611994237,22/10/2021,The Weeknd Swedish House Mafia,1,3,7893,baixo,7368008,114,172,284,2,
4169887,Vai L Em Casa,2,2021,10,22,0,263894529,22/10/2021,Marlia Mendona George Henrique ,1,2,868,baixo,4169887,7,3,89,0,0
6427223,Problem,2,2021,10,22,0,209768491,22/10/2021,Alvaro Diaz Rauw Alejandro,1,2,1574,baixo,6427223,42,7,15,0,4
6759871,Medallo,3,2021,10,27,2,393230256,27/10/2021,Justin Quiles Lenny Tavrez BL,1,3,2891,baixo,6759871,54,21,57,1,0
1367281,Enemy  from the series Arcane League of Legends,3,2021,10,27,0,1223481149,27/10/2021,Imagine Dragons League of Legends Arcane,1,4,840,alto,1367281,8,8,8,2,0
1367281,Enemy  from the series Arcane League of Legends,3,2021,10,27,0,1223481149,27/10/2021,Imagine Dragons League of Legends Arcane,1,4,840,alto,1367281,8,8,8,2,0
2106751,Super Gremlin,1,2021,10,30,0,342779426,30/10/2021,Kodak Black,1,3,2638,baixo,2106751,52,15,35,0,1
1001428,The Motto,2,2021,11,4,6,656013912,04/11/2021,Tisto Ava,1,3,9659,baixo,1001428,240,107,268,0,5
7068825,One Right Now with The Weeknd,2,2021,11,5,0,539595276,05/11/2021,The Weeknd Post Malone,1,3,4914,baixo,7068825,68,18,75,0,1
4439384,Smokin Out The Window,3,2021,11,5,0,383550148,05/11/2021,Bruno Mars Anderson Paak Silk Sonic,2,3,5102,baixo,4439384,63,40,76,0,0
8333879,TO THE MOON,1,2021,11,5,0,245095641,05/11/2021,Jnr Choi,1,2,3182,baixo,8333879,44,0,159,0,0
2582262,Bar,2,2021,11,11,4,200972675,11/11/2021,Tini LGante,1,2,777,baixo,2582262,22,3,0,0,0
3329363,LA FAMA with The Weeknd,2,2021,11,11,3,374706940,11/11/2021,The Weeknd ROSAL,1,3,5228,baixo,3329363,81,93,507,6,4
5145584,Envolver,1,2021,11,11,2,546191065,11/11/2021,Anitta,1,3,4976,baixo,5145584,123,113,180,1,4
6719600,All Too Well 10 Minute Version Taylors Version From The Vault,1,2021,11,12,5,583687007,12/11/2021,Taylor Swift,34,3,4715,baixo,6719600,50,49,30,1,2
3519068,Lovezinho,1,2022,7,28,0,70069745,28/07/2022,Treyce,1,1,267,baixo,3519068,12,2,13,0,4
5757514,DESPECH,1,2022,7,28,33,782369383,28/07/2022,ROSAL,2,4,8215,alto,5757514,180,90,422,15,55
5337859,ALIEN SUPERSTAR,1,2022,7,29,0,171788484,29/07/2022,Beyonc,3,2,2763,baixo,5337859,39,47,36,0,0
1936158,CUFF IT,1,2022,7,29,10,595900742,29/07/2022,Beyonc,3,3,8387,baixo,1936158,215,88,330,26,23
7166872,Hype Boy,1,2022,8,1,17,363472647,01/08/2022,NewJeans,6,3,924,baixo,7166872,20,119,12,2,7
5724140,Attention,1,2022,8,1,12,264717480,01/08/2022,NewJeans,6,2,822,baixo,5724140,14,141,9,0,1
7502400,cmo dormi,1,2022,8,4,35,331511413,04/08/2022,Rels B,1,3,1488,baixo,7502400,16,15,20,0,0
6270180,Bad Decisions with BTS  Snoop Dogg,3,2022,8,5,0,219196651,05/08/2022,Snoop Dogg BTS Benny Blanco,1,2,1542,baixo,6270180,53,2,33,0,0
